Observation,Measure,Measure,Area Code,Area,Year,Quarter
82275,Former owner occupiers,Former owner occupiers,E12000006,East of England,1992,Q2
82676,Former owner occupiers,Former owner occupiers,E12000006,East of England,1992,Q3
84295,Former owner occupiers,Former owner occupiers,E12000006,East of England,1992,Q4
79930,Former owner occupiers,Former owner occupiers,E12000006,East of England,1993,Q1
87182,Former owner occupiers,Former owner occupiers,E12000006,East of England,1993,Q2
90064,Former owner occupiers,Former owner occupiers,E12000006,East of England,1993,Q3
82410,Former owner occupiers,Former owner occupiers,E12000006,East of England,1993,Q4
88013,Former owner occupiers,Former owner occupiers,E12000006,East of England,1994,Q1
87906,Former owner occupiers,Former owner occupiers,E12000006,East of England,1994,Q2
93520,Former owner occupiers,Former owner occupiers,E12000006,East of England,1994,Q3
89844,Former owner occupiers,Former owner occupiers,E12000006,East of England,1994,Q4
89191,Former owner occupiers,Former owner occupiers,E12000006,East of England,1995,Q1
91063,Former owner occupiers,Former owner occupiers,E12000006,East of England,1995,Q2
90296,Former owner occupiers,Former owner occupiers,E12000006,East of England,1995,Q3
95447,Former owner occupiers,Former owner occupiers,E12000006,East of England,1995,Q4
91573,Former owner occupiers,Former owner occupiers,E12000006,East of England,1996,Q1
85291,Former owner occupiers,Former owner occupiers,E12000006,East of England,1996,Q2
99143,Former owner occupiers,Former owner occupiers,E12000006,East of England,1996,Q3
91274,Former owner occupiers,Former owner occupiers,E12000006,East of England,1996,Q4
90977,Former owner occupiers,Former owner occupiers,E12000006,East of England,1997,Q1
101194,Former owner occupiers,Former owner occupiers,E12000006,East of England,1997,Q2
103261,Former owner occupiers,Former owner occupiers,E12000006,East of England,1997,Q3
98955,Former owner occupiers,Former owner occupiers,E12000006,East of England,1997,Q4
101125,Former owner occupiers,Former owner occupiers,E12000006,East of England,1998,Q1
108411,Former owner occupiers,Former owner occupiers,E12000006,East of England,1998,Q2
109241,Former owner occupiers,Former owner occupiers,E12000006,East of England,1998,Q3
110037,Former owner occupiers,Former owner occupiers,E12000006,East of England,1998,Q4
109080,Former owner occupiers,Former owner occupiers,E12000006,East of England,1999,Q1
113044,Former owner occupiers,Former owner occupiers,E12000006,East of England,1999,Q2
110926,Former owner occupiers,Former owner occupiers,E12000006,East of England,1999,Q3
123518,Former owner occupiers,Former owner occupiers,E12000006,East of England,1999,Q4
128362,Former owner occupiers,Former owner occupiers,E12000006,East of England,2000,Q1
129293,Former owner occupiers,Former owner occupiers,E12000006,East of England,2000,Q2
134191,Former owner occupiers,Former owner occupiers,E12000006,East of England,2000,Q3
138507,Former owner occupiers,Former owner occupiers,E12000006,East of England,2000,Q4
147485,Former owner occupiers,Former owner occupiers,E12000006,East of England,2001,Q1
144202,Former owner occupiers,Former owner occupiers,E12000006,East of England,2001,Q2
147538,Former owner occupiers,Former owner occupiers,E12000006,East of England,2001,Q3
151391,Former owner occupiers,Former owner occupiers,E12000006,East of England,2001,Q4
161573,Former owner occupiers,Former owner occupiers,E12000006,East of England,2002,Q1
162075,Former owner occupiers,Former owner occupiers,E12000006,East of England,2002,Q2
168153,Former owner occupiers,Former owner occupiers,E12000006,East of England,2002,Q3
172703,Former owner occupiers,Former owner occupiers,E12000006,East of England,2002,Q4
179400,Former owner occupiers,Former owner occupiers,E12000006,East of England,2003,Q1
189499,Former owner occupiers,Former owner occupiers,E12000006,East of England,2003,Q2
201029,Former owner occupiers,Former owner occupiers,E12000006,East of England,2003,Q3
202324,Former owner occupiers,Former owner occupiers,E12000006,East of England,2003,Q4
202788,Former owner occupiers,Former owner occupiers,E12000006,East of England,2004,Q1
210711,Former owner occupiers,Former owner occupiers,E12000006,East of England,2004,Q2
223844,Former owner occupiers,Former owner occupiers,E12000006,East of England,2004,Q3
222965,Former owner occupiers,Former owner occupiers,E12000006,East of England,2004,Q4
222724,Former owner occupiers,Former owner occupiers,E12000006,East of England,2005,Q1
222453,Former owner occupiers,Former owner occupiers,E12000006,East of England,2005,Q2
236306,Former owner occupiers,Former owner occupiers,E12000006,East of England,2005,Q3
237994,Former owner occupiers,Former owner occupiers,E12000006,East of England,2005,Q4
238791,Former owner occupiers,Former owner occupiers,E12000006,East of England,2006,Q1
244783,Former owner occupiers,Former owner occupiers,E12000006,East of England,2006,Q2
262833,Former owner occupiers,Former owner occupiers,E12000006,East of England,2006,Q3
257242,Former owner occupiers,Former owner occupiers,E12000006,East of England,2006,Q4
263025,Former owner occupiers,Former owner occupiers,E12000006,East of England,2007,Q1
261461,Former owner occupiers,Former owner occupiers,E12000006,East of England,2007,Q2
279229.69672613736,Former owner occupiers,Former owner occupiers,E12000006,East of England,2007,Q3
273425.5834049354,Former owner occupiers,Former owner occupiers,E12000006,East of England,2007,Q4
279781.9417316096,Former owner occupiers,Former owner occupiers,E12000006,East of England,2008,Q1
278400.2192765236,Former owner occupiers,Former owner occupiers,E12000006,East of England,2008,Q2
283822975898649,Former owner occupiers,Former owner occupiers,E12000006,East of England,2008,Q3
271334.15578834765,Former owner occupiers,Former owner occupiers,E12000006,East of England,2008,Q4
264460.20596442436,Former owner occupiers,Former owner occupiers,E12000006,East of England,2009,Q1
258056.67285889093,Former owner occupiers,Former owner occupiers,E12000006,East of England,2009,Q2
272729.5007209315,Former owner occupiers,Former owner occupiers,E12000006,East of England,2009,Q3
269655.46278805146,Former owner occupiers,Former owner occupiers,E12000006,East of England,2009,Q4
2916462414781234,Former owner occupiers,Former owner occupiers,E12000006,East of England,2010,Q1
289875.4209796553,Former owner occupiers,Former owner occupiers,E12000006,East of England,2010,Q2
301303.5756488728,Former owner occupiers,Former owner occupiers,E12000006,East of England,2010,Q3
289027.89650552144,Former owner occupiers,Former owner occupiers,E12000006,East of England,2010,Q4
289550.3394068705,Former owner occupiers,Former owner occupiers,E12000006,East of England,2011,Q1
286570.7198938012,Former owner occupiers,Former owner occupiers,E12000006,East of England,2011,Q2
294651.5571444908,Former owner occupiers,Former owner occupiers,E12000006,East of England,2011,Q3
285214.904941409,Former owner occupiers,Former owner occupiers,E12000006,East of England,2011,Q4
281622.3440746344,Former owner occupiers,Former owner occupiers,E12000006,East of England,2012,Q1
284578.88204321236,Former owner occupiers,Former owner occupiers,E12000006,East of England,2012,Q2
301076.55083333334,Former owner occupiers,Former owner occupiers,E12000006,East of England,2012,Q3
291778.83273333334,Former owner occupiers,Former owner occupiers,E12000006,East of England,2012,Q4
293808771738303,Former owner occupiers,Former owner occupiers,E12000006,East of England,2013,Q1
294507.178714891,Former owner occupiers,Former owner occupiers,E12000006,East of England,2013,Q2
301251.2482885336,Former owner occupiers,Former owner occupiers,E12000006,East of England,2013,Q3
306362.57216106745,Former owner occupiers,Former owner occupiers,E12000006,East of England,2013,Q4
309085168333333,Former owner occupiers,Former owner occupiers,E12000006,East of England,2014,Q1
319798205223686,Former owner occupiers,Former owner occupiers,E12000006,East of England,2014,Q2
335220.4546881037,Former owner occupiers,Former owner occupiers,E12000006,East of England,2014,Q3
334389.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2014,Q4
347731.3333333333,Former owner occupiers,Former owner occupiers,E12000006,East of England,2015,Q1
348026.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2015,Q2
370159,Former owner occupiers,Former owner occupiers,E12000006,East of England,2015,Q3
375710.26333333337,Former owner occupiers,Former owner occupiers,E12000006,East of England,2015,Q4
392652.3143699067,Former owner occupiers,Former owner occupiers,E12000006,East of England,2016,Q1
380203.3185445343,Former owner occupiers,Former owner occupiers,E12000006,East of England,2016,Q2
4045800315846753,Former owner occupiers,Former owner occupiers,E12000006,East of England,2016,Q3
406362.6054233512,Former owner occupiers,Former owner occupiers,E12000006,East of England,2016,Q4
390587.5115031286,Former owner occupiers,Former owner occupiers,E12000006,East of England,2017,Q1
400273.60550481844,Former owner occupiers,Former owner occupiers,E12000006,East of England,2017,Q2
410851.27498257667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2017,Q3
403172.29708881135,Former owner occupiers,Former owner occupiers,E12000006,East of England,2017,Q4
405356.42751452076,Former owner occupiers,Former owner occupiers,E12000006,East of England,2018,Q1
401915.60658102826,Former owner occupiers,Former owner occupiers,E12000006,East of England,2018,Q2
411208.6796099858,Former owner occupiers,Former owner occupiers,E12000006,East of England,2018,Q3
404482.6055292524,Former owner occupiers,Former owner occupiers,E12000006,East of England,2018,Q4
400314.553290237,Former owner occupiers,Former owner occupiers,E12000006,East of England,2019,Q1
403173.3333333333,Former owner occupiers,Former owner occupiers,E12000006,East of England,2019,Q2
412836.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2019,Q3
414760,Former owner occupiers,Former owner occupiers,E12000006,East of England,2019,Q4
409051,Former owner occupiers,Former owner occupiers,E12000006,East of England,2020,Q1
398827.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2020,Q2
444682.3333333333,Former owner occupiers,Former owner occupiers,E12000006,East of England,2020,Q3
454918.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2020,Q4
455892.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2021,Q1
465078.3333333333,Former owner occupiers,Former owner occupiers,E12000006,East of England,2021,Q2
424178.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2021,Q3
481206.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2021,Q4
483544.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2022,Q1
489057.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2022,Q2
501862.3333333333,Former owner occupiers,Former owner occupiers,E12000006,East of England,2022,Q3
497338.3333333333,Former owner occupiers,Former owner occupiers,E12000006,East of England,2022,Q4
480341.6666666667,Former owner occupiers,Former owner occupiers,E12000006,East of England,2023,Q1
99861,Former owner occupiers,Former owner occupiers,E12000007,London,1992,Q2
104812,Former owner occupiers,Former owner occupiers,E12000007,London,1992,Q3
103951,Former owner occupiers,Former owner occupiers,E12000007,London,1992,Q4
111535,Former owner occupiers,Former owner occupiers,E12000007,London,1993,Q1
109906,Former owner occupiers,Former owner occupiers,E12000007,London,1993,Q2
111327,Former owner occupiers,Former owner occupiers,E12000007,London,1993,Q3
108672,Former owner occupiers,Former owner occupiers,E12000007,London,1993,Q4
113054,Former owner occupiers,Former owner occupiers,E12000007,London,1994,Q1
120302,Former owner occupiers,Former owner occupiers,E12000007,London,1994,Q2
126233,Former owner occupiers,Former owner occupiers,E12000007,London,1994,Q3
117878,Former owner occupiers,Former owner occupiers,E12000007,London,1994,Q4
117213,Former owner occupiers,Former owner occupiers,E12000007,London,1995,Q1
118988,Former owner occupiers,Former owner occupiers,E12000007,London,1995,Q2
126427,Former owner occupiers,Former owner occupiers,E12000007,London,1995,Q3
124649,Former owner occupiers,Former owner occupiers,E12000007,London,1995,Q4
120115,Former owner occupiers,Former owner occupiers,E12000007,London,1996,Q1
116374,Former owner occupiers,Former owner occupiers,E12000007,London,1996,Q2
124236,Former owner occupiers,Former owner occupiers,E12000007,London,1996,Q3
131365,Former owner occupiers,Former owner occupiers,E12000007,London,1996,Q4
130095,Former owner occupiers,Former owner occupiers,E12000007,London,1997,Q1
138900,Former owner occupiers,Former owner occupiers,E12000007,London,1997,Q2
142915,Former owner occupiers,Former owner occupiers,E12000007,London,1997,Q3
134451,Former owner occupiers,Former owner occupiers,E12000007,London,1997,Q4
136693,Former owner occupiers,Former owner occupiers,E12000007,London,1998,Q1
147944,Former owner occupiers,Former owner occupiers,E12000007,London,1998,Q2
149820,Former owner occupiers,Former owner occupiers,E12000007,London,1998,Q3
152306,Former owner occupiers,Former owner occupiers,E12000007,London,1998,Q4
156194,Former owner occupiers,Former owner occupiers,E12000007,London,1999,Q1
166799,Former owner occupiers,Former owner occupiers,E12000007,London,1999,Q2
184336,Former owner occupiers,Former owner occupiers,E12000007,London,1999,Q3
184594,Former owner occupiers,Former owner occupiers,E12000007,London,1999,Q4
187761,Former owner occupiers,Former owner occupiers,E12000007,London,2000,Q1
217625,Former owner occupiers,Former owner occupiers,E12000007,London,2000,Q2
199828,Former owner occupiers,Former owner occupiers,E12000007,London,2000,Q3
215268,Former owner occupiers,Former owner occupiers,E12000007,London,2000,Q4
209837,Former owner occupiers,Former owner occupiers,E12000007,London,2001,Q1
223611,Former owner occupiers,Former owner occupiers,E12000007,London,2001,Q2
231319,Former owner occupiers,Former owner occupiers,E12000007,London,2001,Q3
219142,Former owner occupiers,Former owner occupiers,E12000007,London,2001,Q4
208635,Former owner occupiers,Former owner occupiers,E12000007,London,2002,Q1
231282,Former owner occupiers,Former owner occupiers,E12000007,London,2002,Q2
246126,Former owner occupiers,Former owner occupiers,E12000007,London,2002,Q3
226892,Former owner occupiers,Former owner occupiers,E12000007,London,2002,Q4
229424,Former owner occupiers,Former owner occupiers,E12000007,London,2003,Q1
245291,Former owner occupiers,Former owner occupiers,E12000007,London,2003,Q2
284906,Former owner occupiers,Former owner occupiers,E12000007,London,2003,Q3
280233,Former owner occupiers,Former owner occupiers,E12000007,London,2003,Q4
294013,Former owner occupiers,Former owner occupiers,E12000007,London,2004,Q1
303161,Former owner occupiers,Former owner occupiers,E12000007,London,2004,Q2
305522,Former owner occupiers,Former owner occupiers,E12000007,London,2004,Q3
294210,Former owner occupiers,Former owner occupiers,E12000007,London,2004,Q4
299481,Former owner occupiers,Former owner occupiers,E12000007,London,2005,Q1
311468,Former owner occupiers,Former owner occupiers,E12000007,London,2005,Q2
325522,Former owner occupiers,Former owner occupiers,E12000007,London,2005,Q3
327689,Former owner occupiers,Former owner occupiers,E12000007,London,2005,Q4
347566,Former owner occupiers,Former owner occupiers,E12000007,London,2006,Q1
356106,Former owner occupiers,Former owner occupiers,E12000007,London,2006,Q2
376031,Former owner occupiers,Former owner occupiers,E12000007,London,2006,Q3
368913,Former owner occupiers,Former owner occupiers,E12000007,London,2006,Q4
398336,Former owner occupiers,Former owner occupiers,E12000007,London,2007,Q1
404837,Former owner occupiers,Former owner occupiers,E12000007,London,2007,Q2
423546.14329888974,Former owner occupiers,Former owner occupiers,E12000007,London,2007,Q3
406754.11956196284,Former owner occupiers,Former owner occupiers,E12000007,London,2007,Q4
418270.243884452,Former owner occupiers,Former owner occupiers,E12000007,London,2008,Q1
421602.5254054928,Former owner occupiers,Former owner occupiers,E12000007,London,2008,Q2
426396.29495562374,Former owner occupiers,Former owner occupiers,E12000007,London,2008,Q3
417084.8668464153,Former owner occupiers,Former owner occupiers,E12000007,London,2008,Q4
410474.2940908056,Former owner occupiers,Former owner occupiers,E12000007,London,2009,Q1
391581.4791757907,Former owner occupiers,Former owner occupiers,E12000007,London,2009,Q2
426853.6897383349,Former owner occupiers,Former owner occupiers,E12000007,London,2009,Q3
421816.1151202596,Former owner occupiers,Former owner occupiers,E12000007,London,2009,Q4
454656.17066714336,Former owner occupiers,Former owner occupiers,E12000007,London,2010,Q1
455825.1265570633,Former owner occupiers,Former owner occupiers,E12000007,London,2010,Q2
477703.13283177704,Former owner occupiers,Former owner occupiers,E12000007,London,2010,Q3
464440.62598829065,Former owner occupiers,Former owner occupiers,E12000007,London,2010,Q4
491414.9989535073,Former owner occupiers,Former owner occupiers,E12000007,London,2011,Q1
481268.3399352325,Former owner occupiers,Former owner occupiers,E12000007,London,2011,Q2
491468.76262346405,Former owner occupiers,Former owner occupiers,E12000007,London,2011,Q3
476292.2716811875,Former owner occupiers,Former owner occupiers,E12000007,London,2011,Q4
469178.6142314815,Former owner occupiers,Former owner occupiers,E12000007,London,2012,Q1
494497.5924178472,Former owner occupiers,Former owner occupiers,E12000007,London,2012,Q2
513478.7521,Former owner occupiers,Former owner occupiers,E12000007,London,2012,Q3
495699.49253333337,Former owner occupiers,Former owner occupiers,E12000007,London,2012,Q4
501835473068869,Former owner occupiers,Former owner occupiers,E12000007,London,2013,Q1
523125.47699960787,Former owner occupiers,Former owner occupiers,E12000007,London,2013,Q2
560088.1522788475,Former owner occupiers,Former owner occupiers,E12000007,London,2013,Q3
536444.3282174144,Former owner occupiers,Former owner occupiers,E12000007,London,2013,Q4
569861.1381333334,Former owner occupiers,Former owner occupiers,E12000007,London,2014,Q1
594399.2134419052,Former owner occupiers,Former owner occupiers,E12000007,London,2014,Q2
614134.6679377843,Former owner occupiers,Former owner occupiers,E12000007,London,2014,Q3
573413,Former owner occupiers,Former owner occupiers,E12000007,London,2014,Q4
618770,Former owner occupiers,Former owner occupiers,E12000007,London,2015,Q1
636471,Former owner occupiers,Former owner occupiers,E12000007,London,2015,Q2
695773,Former owner occupiers,Former owner occupiers,E12000007,London,2015,Q3
676432.84,Former owner occupiers,Former owner occupiers,E12000007,London,2015,Q4
702744.2049582325,Former owner occupiers,Former owner occupiers,E12000007,London,2016,Q1
670875.9325407643,Former owner occupiers,Former owner occupiers,E12000007,London,2016,Q2
689223.9524438992,Former owner occupiers,Former owner occupiers,E12000007,London,2016,Q3
678472.9787420806,Former owner occupiers,Former owner occupiers,E12000007,London,2016,Q4
676922.4527195835,Former owner occupiers,Former owner occupiers,E12000007,London,2017,Q1
690490.4834559009,Former owner occupiers,Former owner occupiers,E12000007,London,2017,Q2
694131.4758598567,Former owner occupiers,Former owner occupiers,E12000007,London,2017,Q3
663832.6269706576,Former owner occupiers,Former owner occupiers,E12000007,London,2017,Q4
682001.5100083821,Former owner occupiers,Former owner occupiers,E12000007,London,2018,Q1
687907788337038,Former owner occupiers,Former owner occupiers,E12000007,London,2018,Q2
715195.2337908115,Former owner occupiers,Former owner occupiers,E12000007,London,2018,Q3
681265.6705241982,Former owner occupiers,Former owner occupiers,E12000007,London,2018,Q4
669535.7304730472,Former owner occupiers,Former owner occupiers,E12000007,London,2019,Q1
690824.3333333334,Former owner occupiers,Former owner occupiers,E12000007,London,2019,Q2
719490.3333333334,Former owner occupiers,Former owner occupiers,E12000007,London,2019,Q3
706921,Former owner occupiers,Former owner occupiers,E12000007,London,2019,Q4
723839.6666666666,Former owner occupiers,Former owner occupiers,E12000007,London,2020,Q1
719401.3333333334,Former owner occupiers,Former owner occupiers,E12000007,London,2020,Q2
785197.6666666666,Former owner occupiers,Former owner occupiers,E12000007,London,2020,Q3
771889,Former owner occupiers,Former owner occupiers,E12000007,London,2020,Q4
740073,Former owner occupiers,Former owner occupiers,E12000007,London,2021,Q1
769717,Former owner occupiers,Former owner occupiers,E12000007,London,2021,Q2
863321.3333333334,Former owner occupiers,Former owner occupiers,E12000007,London,2021,Q3
865411,Former owner occupiers,Former owner occupiers,E12000007,London,2021,Q4
852146.6666666666,Former owner occupiers,Former owner occupiers,E12000007,London,2022,Q1
857968.6666666666,Former owner occupiers,Former owner occupiers,E12000007,London,2022,Q2
877019,Former owner occupiers,Former owner occupiers,E12000007,London,2022,Q3
797566.3333333334,Former owner occupiers,Former owner occupiers,E12000007,London,2022,Q4
790769.3333333334,Former owner occupiers,Former owner occupiers,E12000007,London,2023,Q1
96170,Former owner occupiers,Former owner occupiers,E12000008,South East,1992,Q2
97613,Former owner occupiers,Former owner occupiers,E12000008,South East,1992,Q3
92504,Former owner occupiers,Former owner occupiers,E12000008,South East,1992,Q4
92863,Former owner occupiers,Former owner occupiers,E12000008,South East,1993,Q1
94078,Former owner occupiers,Former owner occupiers,E12000008,South East,1993,Q2
99065,Former owner occupiers,Former owner occupiers,E12000008,South East,1993,Q3
97890,Former owner occupiers,Former owner occupiers,E12000008,South East,1993,Q4
102002,Former owner occupiers,Former owner occupiers,E12000008,South East,1994,Q1
102871,Former owner occupiers,Former owner occupiers,E12000008,South East,1994,Q2
104192,Former owner occupiers,Former owner occupiers,E12000008,South East,1994,Q3
110094,Former owner occupiers,Former owner occupiers,E12000008,South East,1994,Q4
103102,Former owner occupiers,Former owner occupiers,E12000008,South East,1995,Q1
105742,Former owner occupiers,Former owner occupiers,E12000008,South East,1995,Q2
111973,Former owner occupiers,Former owner occupiers,E12000008,South East,1995,Q3
100462,Former owner occupiers,Former owner occupiers,E12000008,South East,1995,Q4
108500,Former owner occupiers,Former owner occupiers,E12000008,South East,1996,Q1
106320,Former owner occupiers,Former owner occupiers,E12000008,South East,1996,Q2
111159,Former owner occupiers,Former owner occupiers,E12000008,South East,1996,Q3
107652,Former owner occupiers,Former owner occupiers,E12000008,South East,1996,Q4
112923,Former owner occupiers,Former owner occupiers,E12000008,South East,1997,Q1
113745,Former owner occupiers,Former owner occupiers,E12000008,South East,1997,Q2
117337,Former owner occupiers,Former owner occupiers,E12000008,South East,1997,Q3
112923,Former owner occupiers,Former owner occupiers,E12000008,South East,1997,Q4
116338,Former owner occupiers,Former owner occupiers,E12000008,South East,1998,Q1
124931,Former owner occupiers,Former owner occupiers,E12000008,South East,1998,Q2
131235,Former owner occupiers,Former owner occupiers,E12000008,South East,1998,Q3
130298,Former owner occupiers,Former owner occupiers,E12000008,South East,1998,Q4
127235,Former owner occupiers,Former owner occupiers,E12000008,South East,1999,Q1
135555,Former owner occupiers,Former owner occupiers,E12000008,South East,1999,Q2
144454,Former owner occupiers,Former owner occupiers,E12000008,South East,1999,Q3
147189,Former owner occupiers,Former owner occupiers,E12000008,South East,1999,Q4
149430,Former owner occupiers,Former owner occupiers,E12000008,South East,2000,Q1
158468,Former owner occupiers,Former owner occupiers,E12000008,South East,2000,Q2
172107,Former owner occupiers,Former owner occupiers,E12000008,South East,2000,Q3
175758,Former owner occupiers,Former owner occupiers,E12000008,South East,2000,Q4
165368,Former owner occupiers,Former owner occupiers,E12000008,South East,2001,Q1
184499,Former owner occupiers,Former owner occupiers,E12000008,South East,2001,Q2
181886,Former owner occupiers,Former owner occupiers,E12000008,South East,2001,Q3
176355,Former owner occupiers,Former owner occupiers,E12000008,South East,2001,Q4
170848,Former owner occupiers,Former owner occupiers,E12000008,South East,2002,Q1
180198,Former owner occupiers,Former owner occupiers,E12000008,South East,2002,Q2
208591,Former owner occupiers,Former owner occupiers,E12000008,South East,2002,Q3
212276,Former owner occupiers,Former owner occupiers,E12000008,South East,2002,Q4
204147,Former owner occupiers,Former owner occupiers,E12000008,South East,2003,Q1
215827,Former owner occupiers,Former owner occupiers,E12000008,South East,2003,Q2
234283,Former owner occupiers,Former owner occupiers,E12000008,South East,2003,Q3
235416,Former owner occupiers,Former owner occupiers,E12000008,South East,2003,Q4
239911,Former owner occupiers,Former owner occupiers,E12000008,South East,2004,Q1
246131,Former owner occupiers,Former owner occupiers,E12000008,South East,2004,Q2
258166,Former owner occupiers,Former owner occupiers,E12000008,South East,2004,Q3
251708,Former owner occupiers,Former owner occupiers,E12000008,South East,2004,Q4
252888,Former owner occupiers,Former owner occupiers,E12000008,South East,2005,Q1
252901,Former owner occupiers,Former owner occupiers,E12000008,South East,2005,Q2
271887,Former owner occupiers,Former owner occupiers,E12000008,South East,2005,Q3
273722,Former owner occupiers,Former owner occupiers,E12000008,South East,2005,Q4
279636,Former owner occupiers,Former owner occupiers,E12000008,South East,2006,Q1
285185,Former owner occupiers,Former owner occupiers,E12000008,South East,2006,Q2
302551,Former owner occupiers,Former owner occupiers,E12000008,South East,2006,Q3
298125,Former owner occupiers,Former owner occupiers,E12000008,South East,2006,Q4
304533,Former owner occupiers,Former owner occupiers,E12000008,South East,2007,Q1
306406,Former owner occupiers,Former owner occupiers,E12000008,South East,2007,Q2
328521.52370629134,Former owner occupiers,Former owner occupiers,E12000008,South East,2007,Q3
321697.2905028198,Former owner occupiers,Former owner occupiers,E12000008,South East,2007,Q4
325238.4457835396,Former owner occupiers,Former owner occupiers,E12000008,South East,2008,Q1
325448.73033096496,Former owner occupiers,Former owner occupiers,E12000008,South East,2008,Q2
333720.39312446915,Former owner occupiers,Former owner occupiers,E12000008,South East,2008,Q3
320737.3772224505,Former owner occupiers,Former owner occupiers,E12000008,South East,2008,Q4
309356354324516,Former owner occupiers,Former owner occupiers,E12000008,South East,2009,Q1
302776.27519890113,Former owner occupiers,Former owner occupiers,E12000008,South East,2009,Q2
324399.9770361131,Former owner occupiers,Former owner occupiers,E12000008,South East,2009,Q3
316997.2267131655,Former owner occupiers,Former owner occupiers,E12000008,South East,2009,Q4
342735.89727341145,Former owner occupiers,Former owner occupiers,E12000008,South East,2010,Q1
345298.437329138,Former owner occupiers,Former owner occupiers,E12000008,South East,2010,Q2
363309.1881736728,Former owner occupiers,Former owner occupiers,E12000008,South East,2010,Q3
345345.17150477873,Former owner occupiers,Former owner occupiers,E12000008,South East,2010,Q4
344531.75265178765,Former owner occupiers,Former owner occupiers,E12000008,South East,2011,Q1
331473.82814923534,Former owner occupiers,Former owner occupiers,E12000008,South East,2011,Q2
353588.6361649598,Former owner occupiers,Former owner occupiers,E12000008,South East,2011,Q3
337796.12044289045,Former owner occupiers,Former owner occupiers,E12000008,South East,2011,Q4
335956.2206317121,Former owner occupiers,Former owner occupiers,E12000008,South East,2012,Q1
337531.1017280961,Former owner occupiers,Former owner occupiers,E12000008,South East,2012,Q2
3574850979999994,Former owner occupiers,Former owner occupiers,E12000008,South East,2012,Q3
348838.6924333333,Former owner occupiers,Former owner occupiers,E12000008,South East,2012,Q4
338620.9641083255,Former owner occupiers,Former owner occupiers,E12000008,South East,2013,Q1
350162807149429,Former owner occupiers,Former owner occupiers,E12000008,South East,2013,Q2
363752.34972119407,Former owner occupiers,Former owner occupiers,E12000008,South East,2013,Q3
359202.83700607595,Former owner occupiers,Former owner occupiers,E12000008,South East,2013,Q4
368278.9523,Former owner occupiers,Former owner occupiers,E12000008,South East,2014,Q1
3814447851228194,Former owner occupiers,Former owner occupiers,E12000008,South East,2014,Q2
399982640464273,Former owner occupiers,Former owner occupiers,E12000008,South East,2014,Q3
390831.6666666667,Former owner occupiers,Former owner occupiers,E12000008,South East,2014,Q4
393706.6666666667,Former owner occupiers,Former owner occupiers,E12000008,South East,2015,Q1
408794.6666666667,Former owner occupiers,Former owner occupiers,E12000008,South East,2015,Q2
439294,Former owner occupiers,Former owner occupiers,E12000008,South East,2015,Q3
439821.9666666666,Former owner occupiers,Former owner occupiers,E12000008,South East,2015,Q4
452664883847409,Former owner occupiers,Former owner occupiers,E12000008,South East,2016,Q1
436565.78567959554,Former owner occupiers,Former owner occupiers,E12000008,South East,2016,Q2
464739.2585882512,Former owner occupiers,Former owner occupiers,E12000008,South East,2016,Q3
4627577096650195,Former owner occupiers,Former owner occupiers,E12000008,South East,2016,Q4
443982.6400268594,Former owner occupiers,Former owner occupiers,E12000008,South East,2017,Q1
453177.9666689895,Former owner occupiers,Former owner occupiers,E12000008,South East,2017,Q2
469561.57303663803,Former owner occupiers,Former owner occupiers,E12000008,South East,2017,Q3
453217.536106482,Former owner occupiers,Former owner occupiers,E12000008,South East,2017,Q4
460486.8398757546,Former owner occupiers,Former owner occupiers,E12000008,South East,2018,Q1
457646.8057182282,Former owner occupiers,Former owner occupiers,E12000008,South East,2018,Q2
473401.7540385155,Former owner occupiers,Former owner occupiers,E12000008,South East,2018,Q3
456067821993843,Former owner occupiers,Former owner occupiers,E12000008,South East,2018,Q4
453073.2831171712,Former owner occupiers,Former owner occupiers,E12000008,South East,2019,Q1
459508.6666666667,Former owner occupiers,Former owner occupiers,E12000008,South East,2019,Q2
474205.3333333333,Former owner occupiers,Former owner occupiers,E12000008,South East,2019,Q3
468725,Former owner occupiers,Former owner occupiers,E12000008,South East,2019,Q4
464680,Former owner occupiers,Former owner occupiers,E12000008,South East,2020,Q1
466252.6666666667,Former owner occupiers,Former owner occupiers,E12000008,South East,2020,Q2
515706,Former owner occupiers,Former owner occupiers,E12000008,South East,2020,Q3
523715,Former owner occupiers,Former owner occupiers,E12000008,South East,2020,Q4
514967,Former owner occupiers,Former owner occupiers,E12000008,South East,2021,Q1
516120.6666666667,Former owner occupiers,Former owner occupiers,E12000008,South East,2021,Q2
513055.3333333333,Former owner occupiers,Former owner occupiers,E12000008,South East,2021,Q3
